default,credit.policy,installment,log.annual.inc,fico,inq.last.6mths,revol.bal,Validation,predicted_default_prob
0,1,305.31,11.1844214,687,0,8081,1,0.15973527608099594
0,1,255.58,11.0821426,782,0,3845,1,0.07471901120096759
0,1,499.73,11.2972539,742,0,11774,1,0.10378369971614079
0,1,192.51,11.127263,662,0,10311,1,0.192337474305904
0,1,605.13,10.3137412,727,0,22099,1,0.11704775481662842
0,1,346.62,11.5805841,737,0,4229,1,0.10805042223365534
0,1,268.53,10.4341158,677,0,22556,1,0.1722054777133411
0,1,238.53,11.1562505,682,0,8299,1,0.16587651695568456
0,1,464.3,10.3734912,737,2,4577,1,0.10805042223365534
0,1,111.77,10.6454249,772,0,2521,1,0.08119349676944888
0,1,238.16,10.4042628,777,2,1805,1,0.07789469011896077
0,1,266.52,10.4631033,732,2,2722,1,0.11247054356984257
0,1,397.97,11.461548,742,1,14989,1,0.10378369971614079
0,1,448.98,10.4631033,677,3,21124,1,0.1722054777133411
0,1,367.52,11.0020998,677,3,24151,1,0.1722054777133411
0,1,533.04,10.9681983,772,0,10144,1,0.08119349676944888
0,1,112.51,9.90348755,677,0,1715,1,0.1722054777133411
0,1,95.85,10.8780472,782,0,722,1,0.07471901120096759
0,1,58.04,10.8620712,712,3,3002,1,0.13175779749846386
0,1,247.59,11.3022044,757,0,18540,1,0.0918663604527075
0,1,409.62,11.6353909,707,1,20460,1,0.1369987796817821
0,1,256.76,10.7144178,777,0,25,1,0.07789469011896077
1,1,317.44,10.9681293,712,1,23802,1,0.13175779749846386
0,1,55.26,9.21034037,667,0,5704,1,0.18543435962021618
0,1,224.66,10.7789563,757,1,2108,1,0.0918663604527075
0,1,405.25,10.442784,687,1,5244,1,0.15973527608099594
0,1,167.34,10.8780472,707,3,12053,1,0.1369987796817821
0,1,417.23,10.933107,747,1,21456,1,0.09966663602408839
0,1,172.35,11.0087444,752,0,14026,1,0.09569545571614028
0,1,616.12,10.9150885,692,2,19976,1,0.15377948466332478
0,1,170.38,10.7994939,687,0,2987,1,0.15973527608099594
0,1,348.47,11.2384886,667,2,5466,1,0.18543435962021618
0,1,99.81,10.9596098,747,1,3176,1,0.09966663602408839
0,1,792.33,11.391842,752,1,27806,1,0.09569545571614028
0,1,109.17,11.05089,752,0,2733,1,0.09569545571614028
0,1,359.77,10.1264711,697,3,15175,1,0.1480066422396391
0,1,319.68,10.7144178,752,5,0,1,0.09569545571614028
0,1,109.17,11.4927228,752,0,78031,1,0.09569545571614028
0,1,492.95,11.4295439,732,0,13119,1,0.11247054356984257
1,1,825.34,11.1844214,752,1,8898,1,0.09569545571614028
0,1,279.34,10.1266311,712,1,10579,1,0.13175779749846386
0,1,268.95,11.0898054,702,2,7095,1,0.14241403962289137
0,1,192.57,11.2252434,732,1,7849,1,0.11247054356984257
0,1,223.63,11.0020998,747,1,3337,1,0.09966663602408839
0,1,333.15,10.933107,702,2,5745,1,0.14241403962289137
0,1,121.58,10.1266311,697,3,1898,1,0.1480066422396391
0,1,259.37,10.7144178,767,7,1786,1,0.08461918628188393
0,1,396.17,10.5966347,717,0,17495,1,0.12668787982888072
0,1,332.25,11.3504065,757,0,21244,1,0.0918663604527075
0,1,99.5,11.0020998,692,1,7482,1,0.15377948466332478
1,1,855.73,12.0725413,707,2,76237,1,0.1369987796817821
0,1,209.17,11.695247,687,2,8186,1,0.15973527608099594
0,1,156.69,11.6868788,767,3,54960,1,0.08461918628188393
0,1,408.79,11.0020998,702,1,15481,1,0.14241403962289137
0,1,825.34,11.5617156,752,2,16101,1,0.09569545571614028
0,1,484.1,11.0185636,697,0,4057,1,0.1480066422396391
0,1,325.66,11.7000604,677,2,19358,1,0.1722054777133411
0,1,613.36,10.8197783,687,3,6072,1,0.15973527608099594
1,1,50.66,10.6454249,672,1,2694,1,0.17872417699915466
0,1,99.95,10.9150157,697,0,3503,1,0.1480066422396391
0,1,636.75,11.4616322,732,0,14006,1,0.11247054356984257
0,1,397.97,11.072931,742,1,411,1,0.10378369971614079
0,1,183.24,10.4341158,697,0,5931,1,0.1480066422396391
0,1,84.38,8.4763712,702,0,299,1,0.14241403962289137
0,1,306.77,11.0821426,747,6,10111,1,0.09966663602408839
0,1,69.39,9.67501734,687,0,4898,1,0.15973527608099594
0,1,155.96,11.695247,782,0,2660,1,0.07471901120096759
0,1,378.07,11.0821426,712,3,2324,1,0.13175779749846386
0,1,716.35,10.9852927,747,2,2357,1,0.09966663602408839
0,1,385.14,11.7199396,752,1,14732,1,0.09569545571614028
0,1,306.68,10.7472076,672,0,7589,1,0.17872417699915466
0,1,407.51,10.6963896,722,0,12656,1,0.12178568380328675
0,1,206.82,10.5966347,757,0,11092,1,0.0918663604527075
0,1,159.57,9.680344,697,0,8085,1,0.1480066422396391
0,1,159.74,11.2118204,742,0,1082,1,0.10378369971614079
0,1,147.22,10.6213274,717,3,3596,1,0.12668787982888072
0,1,506.56,11.1273218,697,1,14380,1,0.1480066422396391
0,1,184.88,11.0821426,707,0,31983,1,0.1369987796817821
1,1,663.28,10.7810375,792,5,53287,1,0.06872219482037029
0,1,306.68,11.0020998,682,1,18454,1,0.16587651695568456
0,1,199.89,11.7752897,687,2,1000,1,0.15973527608099594
0,1,563.79,10.7144178,722,3,9583,1,0.12178568380328675
0,1,151.75,9.74096862,737,2,842,1,0.10805042223365534
1,1,108.07,10.7579029,672,1,3371,1,0.17872417699915466
0,1,237.7,11.3504065,757,2,1533,1,0.0918663604527075
0,1,330.14,11.0348897,727,0,22607,1,0.11704775481662842
0,1,143.77,11.5268284,737,0,2061,1,0.10805042223365534
0,1,444.98,11.0666384,687,0,17902,1,0.15973527608099594
0,1,132.06,10.8967393,707,1,4833,1,0.1369987796817821
0,1,155.96,10.3089527,777,0,14263,1,0.07789469011896077
0,1,165.07,10.7789563,747,3,536,1,0.09966663602408839
0,1,465.37,11.2332116,747,0,5270,1,0.09966663602408839
0,1,542.77,11.608272,687,0,64362,1,0.15973527608099594
0,1,315.49,10.9150885,742,3,7832,1,0.10378369971614079
0,1,672.36,11.9183906,707,1,22139,1,0.1369987796817821
0,1,160.64,10.1266311,692,2,19939,1,0.15377948466332478
0,1,128.38,11.4616322,722,2,5961,1,0.12178568380328675
0,1,506.56,12.3883942,742,2,15083,1,0.10378369971614079
0,1,224.9,10.5713169,667,0,8799,1,0.18543435962021618
0,1,198.99,9.99879773,712,1,3001,1,0.13175779749846386
0,1,198.99,10.9150885,697,0,9720,1,0.1480066422396391
0,1,558.84,11.1967067,682,2,23831,1,0.16587651695568456
0,1,189.36,10.0432495,727,0,5898,1,0.11704775481662842
0,1,268.95,10.7144178,697,1,13450,1,0.1480066422396391
1,1,686.12,11.407565,687,1,28619,1,0.15973527608099594
0,1,700.04,11.6699292,702,0,21873,1,0.14241403962289137
0,1,94.01,11.2897819,757,2,2238,1,0.0918663604527075
0,1,127.79,11.4927228,737,0,12535,1,0.10805042223365534
1,1,320.95,10.976782,762,4,23607,1,0.08817554065387317
0,1,102.71,9.81137226,772,0,6,1,0.08119349676944888
0,1,115.55,10.4631033,702,0,8716,1,0.14241403962289137
0,1,319.47,10.6454249,762,0,4022,1,0.08817554065387317
0,1,678.46,11.695247,697,2,35214,1,0.1480066422396391
0,1,198.99,10.1266311,727,1,6371,1,0.11704775481662842
0,1,59.43,10.7363097,712,0,7634,1,0.13175779749846386
0,1,666.3,11.0821426,717,1,5119,1,0.12668787982888072
0,1,60.71,9.21034037,677,1,0,1,0.1722054777133411
0,1,492.95,11.0020998,732,0,16439,1,0.11247054356984257
0,1,357.97,10.6454249,692,0,30869,1,0.15377948466332478
0,1,528.22,11.1213633,732,1,6476,1,0.11247054356984257
0,1,118.2,9.83734775,672,3,11740,1,0.17872417699915466
0,1,319.47,10.6214249,752,2,11314,1,0.09569545571614028
0,1,336.18,11.5129255,687,2,6435,1,0.15973527608099594
1,1,660.27,11.4993538,752,1,9873,1,0.09569545571614028
0,1,478.21,11.05089,767,0,7504,1,0.08461918628188393
0,1,317.11,10.5558127,662,0,10971,1,0.192337474305904
0,1,471.08,11.2898319,762,1,9,1,0.08817554065387317
0,1,417.23,10.9508066,777,2,59544,1,0.07789469011896077
0,1,39.44,11.0020998,717,1,27524,1,0.12668787982888072
0,1,319.47,10.9681983,797,0,87,1,0.06589374554731854
0,1,679.37,11.4927228,702,1,24918,1,0.14241403962289137
0,1,267.74,11.0020998,707,0,0,1,0.1369987796817821
0,1,866.16,11.695247,702,0,73257,1,0.14241403962289137
0,1,96.28,10.8967393,667,2,3831,1,0.18543435962021618
0,1,333.15,10.5688524,717,0,7880,1,0.12668787982888072
0,1,519.72,10.8197783,707,1,16594,1,0.1369987796817821
0,1,72.94,11.3385721,667,0,27385,1,0.18543435962021618
0,1,255.58,11.6082356,792,0,2373,1,0.06872219482037029
0,1,319.83,11.2897819,702,2,14612,1,0.14241403962289137
0,1,491.58,11.2252434,682,3,9950,1,0.16587651695568456
0,1,200.8,10.7144178,682,0,5791,1,0.16587651695568456
0,1,829.1,11.1844214,742,0,8546,1,0.10378369971614079
1,1,84.05,10.2750511,692,0,1687,1,0.15377948466332478
1,1,410.75,10.7144178,672,3,13018,1,0.17872417699915466
0,1,198.99,11.1562505,692,3,5217,1,0.15377948466332478
0,1,524.44,11.1320164,697,0,15712,1,0.1480066422396391
1,1,871.16,11.9251416,677,3,40741,1,0.1722054777133411
0,1,191.69,9.85198371,737,1,8962,1,0.10805042223365534
0,1,280.62,11.5076415,747,4,57168,1,0.09966663602408839
0,1,385.09,11.1418618,672,0,18514,1,0.17872417699915466
0,1,863.42,13.3046849,702,3,26856,1,0.14241403962289137
0,1,303.94,11.2897819,682,3,12641,1,0.16587651695568456
0,1,99.5,10.3481734,687,0,2572,1,0.15973527608099594
0,1,314.06,11.0349542,732,1,6376,1,0.11247054356984257
0,1,392.57,11.1844214,737,0,22636,1,0.10805042223365534
0,1,337.71,10.6689554,682,0,10193,1,0.16587651695568456
0,1,67.55,10.275189,722,2,604,1,0.12178568380328675
0,1,159.74,11.5424843,737,0,27226,1,0.10805042223365534
1,1,198.99,11.1562505,697,1,37138,1,0.1480066422396391
0,1,57.41,9.54681261,697,2,2246,1,0.1480066422396391
0,1,136.31,10.7144178,687,3,4318,1,0.15973527608099594
0,1,441.64,10.6689554,742,1,28075,1,0.10378369971614079
0,1,188.02,11.1345306,757,0,508,1,0.0918663604527075
0,1,198.99,10.4631033,762,0,147,1,0.08817554065387317
0,1,199.89,11.2973408,687,1,34866,1,0.15973527608099594
0,1,319.47,10.3089527,782,0,473,1,0.07471901120096759
0,1,159.19,10.6286178,707,1,4224,1,0.1369987796817821
1,1,666.3,11.1844214,727,0,28585,1,0.11704775481662842
0,1,102.69,10.4434836,662,1,443,1,0.192337474305904
0,1,212.64,11.0348897,722,0,5339,1,0.12178568380328675
0,1,95.32,9.90348755,747,1,2087,1,0.09966663602408839
0,1,165.07,9.68781602,722,0,5308,1,0.12178568380328675
0,1,132.66,9.90348755,697,0,14460,1,0.1480066422396391
1,1,238.53,10.7144178,707,1,12197,1,0.1369987796817821
0,1,235.54,11.4616743,717,3,10147,1,0.12668787982888072
1,1,136.31,11.163368,712,2,11352,1,0.13175779749846386
1,1,113.28,11.8981879,702,0,67843,1,0.14241403962289137
0,1,159.74,9.82552601,752,0,11096,1,0.09569545571614028
0,1,445.77,11.0020998,697,0,10965,1,0.1480066422396391
0,1,441.0,10.6919449,692,0,21199,1,0.15377948466332478
0,1,383.37,10.8197783,777,0,26050,1,0.07789469011896077
0,1,312.21,10.6933984,757,1,336,1,0.0918663604527075
0,1,117.67,10.4399809,687,1,5174,1,0.15973527608099594
0,1,305.11,10.7144178,712,3,8558,1,0.13175779749846386
0,1,223.63,11.4295439,732,0,21477,1,0.11247054356984257
0,1,666.3,11.0020998,717,0,16777,1,0.12668787982888072
0,1,128.38,11.0820195,747,0,28817,1,0.09966663602408839
0,1,320.95,11.091331,742,2,4435,1,0.10378369971614079
0,1,492.95,10.6454249,742,1,24651,1,0.10378369971614079
0,1,278.58,10.3089527,717,1,6291,1,0.12668787982888072
0,1,379.33,11.0666384,792,1,2910,1,0.06872219482037029
0,1,363.7,11.8130301,682,0,68276,1,0.16587651695568456
0,1,499.73,10.7464331,717,1,22197,1,0.12668787982888072
0,1,139.29,10.9508066,702,1,2094,1,0.14241403962289137
1,1,748.17,11.4403548,662,1,23738,1,0.192337474305904
0,1,666.3,12.0275439,747,1,9787,1,0.09966663602408839
0,1,99.04,10.9331784,727,0,28774,1,0.11704775481662842
1,1,402.42,11.7998172,682,0,54194,1,0.16587651695568456
0,1,836.66,12.3673408,717,3,5509,1,0.12668787982888072
0,1,131.62,10.3734912,767,0,1127,1,0.08461918628188393
0,1,340.76,10.5186732,682,0,17473,1,0.16587651695568456
0,1,98.59,10.8197783,707,2,6371,1,0.1369987796817821
0,1,506.39,11.695247,742,5,10750,1,0.10378369971614079
0,1,94.14,10.8106972,697,1,3511,1,0.1480066422396391
0,1,267.73,10.7144178,687,0,1150,1,0.15973527608099594
0,1,497.46,10.7789563,712,0,6478,1,0.13175779749846386
0,1,327.13,11.5917551,697,0,29526,1,0.1480066422396391
0,1,187.15,11.2252434,782,0,1738,1,0.07471901120096759
0,1,58.78,10.6454249,662,1,215,1,0.192337474305904
1,1,162.76,10.8387963,762,5,16992,1,0.08817554065387317
0,1,397.97,10.933107,712,3,5604,1,0.13175779749846386
1,1,508.84,10.6828124,687,2,15273,1,0.15973527608099594
0,1,327.14,11.1844214,722,2,19761,1,0.12178568380328675
0,1,241.33,10.6572594,682,1,8557,1,0.16587651695568456
0,1,102.71,10.5050675,732,1,496,1,0.11247054356984257
0,1,345.37,10.8197783,712,0,4456,1,0.13175779749846386
1,1,383.37,10.4744671,797,0,4615,1,0.06589374554731854
0,1,525.82,11.407565,742,1,19123,1,0.10378369971614079
0,1,451.05,10.8982197,737,0,23569,1,0.10805042223365534
0,1,213.77,11.2709049,662,1,82,1,0.192337474305904
0,1,212.02,10.275189,687,1,11387,1,0.15973527608099594
0,1,775.0,11.407565,752,0,44539,1,0.09569545571614028
0,1,138.15,10.347949,692,2,0,1,0.15377948466332478
0,1,53.07,11.3144745,702,1,25886,1,0.14241403962289137
0,1,334.67,10.7363097,692,2,9158,1,0.15377948466332478
0,1,643.39,11.5711566,727,0,61595,1,0.11704775481662842
0,1,660.27,12.6115378,762,1,0,1,0.08817554065387317
0,1,364.67,10.6358555,722,0,5455,1,0.12178568380328675
0,1,914.42,11.5129255,712,3,38898,1,0.13175779749846386
0,1,34.23,11.1525723,672,2,9795,1,0.17872417699915466
1,1,173.46,10.2035921,687,0,3329,1,0.15973527608099594
0,1,660.27,12.0352843,742,0,149527,1,0.10378369971614079
0,1,266.52,11.3736634,722,0,5,1,0.12178568380328675
0,1,385.14,10.9059376,752,0,5674,1,0.09569545571614028
0,1,127.79,10.6214249,747,2,2727,1,0.09966663602408839
0,1,223.63,10.2647918,737,3,6242,1,0.10805042223365534
0,1,328.64,11.6262542,717,0,5742,1,0.12668787982888072
0,1,495.21,10.6454249,742,0,15680,1,0.10378369971614079
0,1,334.67,10.5186732,707,2,5124,1,0.1369987796817821
0,1,160.48,11.8845442,727,0,19654,1,0.11704775481662842
0,1,144.41,9.680344,677,0,3830,1,0.1722054777133411
0,1,424.97,11.3963917,662,1,19136,1,0.192337474305904
0,1,156.69,10.8967393,762,0,5388,1,0.08817554065387317
0,1,636.75,11.3963917,727,1,12982,1,0.11704775481662842
0,1,180.72,11.1562505,687,1,9785,1,0.15973527608099594
0,1,319.47,11.4530162,782,0,0,1,0.07471901120096759
1,1,457.52,10.9595402,662,0,8373,1,0.192337474305904
1,1,623.4,11.4510501,667,3,5848,1,0.18543435962021618
0,1,319.08,11.2077581,672,2,24471,1,0.17872417699915466
0,1,95.85,12.3238557,732,1,12176,1,0.11247054356984257
0,1,57.77,10.5965347,727,1,733,1,0.11704775481662842
0,1,165.07,11.3504065,702,1,2591,1,0.14241403962289137
0,1,128.38,11.3385721,732,0,3275,1,0.11247054356984257
0,1,396.17,11.2118204,717,1,12293,1,0.12668787982888072
0,1,188.02,11.2898319,807,1,1112,1,0.06055887179551028
0,1,328.04,9.98044859,727,2,4328,1,0.11704775481662842
0,1,421.89,10.7789563,667,3,2626,1,0.18543435962021618
0,1,576.69,10.6753304,697,2,17088,1,0.1480066422396391
1,1,346.62,10.4631033,732,0,10935,1,0.11247054356984257
0,1,681.51,11.5424843,692,0,22512,1,0.15377948466332478
0,1,176.57,11.1562505,662,0,3901,1,0.192337474305904
0,1,481.36,10.6689554,672,0,7106,1,0.17872417699915466
0,1,167.34,10.9150885,717,1,2196,1,0.12668787982888072
0,1,386.03,10.4631033,762,3,5234,1,0.08817554065387317
0,1,394.36,10.9681983,782,0,157,1,0.07471901120096759
0,1,529.2,10.8780472,697,2,13514,1,0.1480066422396391
0,1,322.02,10.8197783,662,0,16651,1,0.192337474305904
0,1,363.15,11.3736634,722,0,19827,1,0.12178568380328675
0,1,133.87,10.757988,732,0,1332,1,0.11247054356984257
0,1,93.58,11.1562505,762,0,2211,1,0.08817554065387317
0,1,132.66,10.8967393,692,1,24671,1,0.15377948466332478
0,1,69.97,10.0858091,687,0,0,1,0.15973527608099594
0,1,332.25,11.4896568,762,1,42307,1,0.08817554065387317
0,1,666.0,11.9652742,727,3,31340,1,0.11704775481662842
1,1,492.95,11.0349542,787,2,17911,1,0.07166273928281182
0,1,50.43,10.9223349,672,3,31698,1,0.17872417699915466
1,1,594.25,11.5327281,727,1,32831,1,0.11704775481662842
0,1,832.88,11.3504065,727,0,34155,1,0.11704775481662842
0,1,111.82,11.0020998,727,1,3160,1,0.11704775481662842
0,1,429.18,10.6358555,717,2,14391,1,0.12668787982888072
1,1,477.06,10.8967393,687,2,16826,1,0.15973527608099594
0,1,259.37,11.706455,702,0,72544,1,0.14241403962289137
0,1,333.15,10.5966347,742,1,5784,1,0.10378369971614079
0,1,666.3,11.5129255,722,2,20636,1,0.12178568380328675
0,1,499.73,11.5129255,712,2,24204,1,0.13175779749846386
0,1,301.83,11.3562717,747,0,6382,1,0.09966663602408839
1,1,86.35,9.79812704,662,1,4299,1,0.192337474305904
0,1,133.26,10.5966347,692,0,6172,1,0.15377948466332478
0,1,344.46,10.6454249,697,2,8504,1,0.1480066422396391
0,1,156.69,11.4549573,747,3,78532,1,0.09966663602408839
0,1,283.18,10.4955982,722,1,364,1,0.12178568380328675
0,1,288.85,11.4295439,732,0,27458,1,0.11247054356984257
1,1,681.51,11.3224258,692,0,36449,1,0.15377948466332478
0,1,273.84,10.7144178,702,2,0,1,0.14241403962289137
0,1,539.13,11.2644641,692,0,10055,1,0.15377948466332478
0,1,349.49,11.6613455,742,0,22162,1,0.10378369971614079
0,1,188.02,10.7363967,762,0,74759,1,0.08817554065387317
0,1,271.75,9.680344,692,0,4341,1,0.15377948466332478
0,1,160.48,11.0587952,727,1,3649,1,0.11704775481662842
0,1,660.27,10.8198583,772,1,0,1,0.08119349676944888
0,1,175.49,11.0821426,757,1,4728,1,0.0918663604527075
0,1,268.95,10.651407,682,0,4075,1,0.16587651695568456
0,1,299.84,10.8904977,702,0,43751,1,0.14241403962289137
0,1,460.09,10.4912742,722,2,10400,1,0.12178568380328675
1,1,591.54,11.1051978,742,0,29596,1,0.10378369971614079
0,1,187.69,10.7893191,722,2,23919,1,0.12178568380328675
0,1,172.69,10.0858091,672,2,9802,1,0.17872417699915466
0,1,133.87,11.0993022,712,0,3690,1,0.13175779749846386
0,1,231.08,11.3736634,777,0,0,1,0.07789469011896077
0,1,320.95,10.8197783,747,0,33895,1,0.09966663602408839
0,1,111.82,10.7940912,767,0,280,1,0.08461918628188393
1,1,227.58,11.0821426,747,6,155,1,0.09966663602408839
0,1,328.33,10.6286904,707,0,8737,1,0.1369987796817821
0,1,495.21,11.1982147,752,1,16877,1,0.09569545571614028
0,1,156.69,10.9886093,752,3,13538,1,0.09569545571614028
1,1,268.95,9.47270464,717,3,0,1,0.12668787982888072
0,1,124.77,10.8198583,782,3,1950,1,0.07471901120096759
0,1,265.32,9.90348755,712,0,14326,1,0.13175779749846386
1,1,288.85,11.3504536,757,1,11,1,0.0918663604527075
0,1,268.95,10.7144178,712,0,9572,1,0.13175779749846386
0,1,351.4,10.8494148,697,1,18709,1,0.1480066422396391
0,1,162.8,10.0858091,707,0,6010,1,0.1369987796817821
0,1,523.42,10.6214249,752,1,1850,1,0.09569545571614028
0,1,284.47,11.1473972,692,1,33321,1,0.15377948466332478
0,1,188.49,10.9681983,737,1,4499,1,0.10805042223365534
0,1,418.16,10.9150885,672,1,7494,1,0.17872417699915466
0,1,490.03,11.6699292,687,1,7755,1,0.15973527608099594
0,1,518.06,11.0821426,687,2,11314,1,0.15973527608099594
1,1,623.4,11.0020998,662,0,13337,1,0.192337474305904
0,1,391.87,10.6454249,687,1,11637,1,0.15973527608099594
0,1,230.05,10.9877812,712,1,42157,1,0.13175779749846386
0,1,224.66,10.8197783,727,0,13539,1,0.11704775481662842
0,1,365.88,11.8277362,807,1,58518,1,0.06055887179551028
0,1,327.14,10.8197783,727,1,6048,1,0.11704775481662842
0,1,353.04,10.8395809,737,1,1100,1,0.10805042223365534
0,1,427.23,11.3736634,732,1,5730,1,0.11247054356984257
0,1,782.67,10.9150157,737,0,29276,1,0.10805042223365534
0,1,139.77,11.3719838,797,0,5254,1,0.06589374554731854
0,1,497.46,11.1899616,752,4,1281,1,0.09569545571614028
0,1,444.98,11.09741,682,3,22388,1,0.16587651695568456
0,1,439.02,10.8197783,687,0,13472,1,0.15973527608099594
1,1,405.25,11.2185544,697,1,10157,1,0.1480066422396391
0,1,308.15,11.407565,722,1,1067,1,0.12178568380328675
0,1,136.92,11.1561934,682,2,4177,1,0.16587651695568456
1,1,538.98,11.0020998,717,1,8476,1,0.12668787982888072
1,1,519.94,11.2697195,762,3,13405,1,0.08817554065387317
0,1,104.08,10.8197783,687,0,3149,1,0.15973527608099594
0,1,333.15,10.5453414,702,1,5520,1,0.14241403962289137
0,1,703.15,11.238436,697,1,22037,1,0.1480066422396391
0,1,399.78,11.5521462,707,1,5199,1,0.1369987796817821
0,1,284.47,10.1266311,687,0,13604,1,0.15973527608099594
0,1,268.95,10.3089527,687,0,1602,1,0.15973527608099594
1,1,709.85,11.407565,752,1,16249,1,0.09569545571614028
0,1,189.98,10.8197783,667,2,13594,1,0.18543435962021618
0,1,424.12,10.7063856,717,2,9294,1,0.12668787982888072
0,1,363.08,10.7789563,687,0,15260,1,0.15973527608099594
1,1,42.22,9.57498349,667,1,1638,1,0.18543435962021618
1,1,165.82,10.3089527,732,0,1984,1,0.11247054356984257
0,1,99.35,10.5050675,797,0,19617,1,0.06589374554731854
0,1,209.08,11.1844214,707,3,16860,1,0.1369987796817821
1,1,464.04,10.2398169,727,1,18496,1,0.11704775481662842
0,1,248.29,10.3416134,667,1,6082,1,0.18543435962021618
0,1,270.17,10.8197783,682,3,3958,1,0.16587651695568456
0,1,98.59,11.0852148,702,0,16389,1,0.14241403962289137
0,1,79.96,10.4912742,692,1,6655,1,0.15377948466332478
0,1,70.32,11.2772031,682,2,4047,1,0.16587651695568456
0,1,231.89,10.5186732,752,2,6938,1,0.09569545571614028
0,1,317.72,11.0079162,742,2,14188,1,0.10378369971614079
0,1,151.35,10.4631033,682,1,4726,1,0.16587651695568456
0,1,201.75,10.4912742,732,0,4508,1,0.11247054356984257
0,1,101.41,10.8277867,692,0,21085,1,0.15377948466332478
0,1,34.31,8.85366543,677,1,2252,1,0.1722054777133411
0,1,393.65,10.3734912,737,1,18340,1,0.10805042223365534
0,1,195.32,10.6454249,677,0,10417,1,0.1722054777133411
0,1,579.85,11.2765447,752,4,209,1,0.09569545571614028
0,1,219.71,11.0429218,682,0,4856,1,0.16587651695568456
0,1,666.0,12.1547794,722,0,121159,1,0.12178568380328675
0,1,362.2,10.6689554,752,1,6057,1,0.09569545571614028
0,1,232.07,10.5713169,692,1,903,1,0.15377948466332478
0,1,189.67,10.9681293,732,1,19397,1,0.11247054356984257
0,1,494.53,11.0821426,742,0,15757,1,0.10378369971614079
0,1,399.6,11.5129255,712,2,17176,1,0.13175779749846386
0,1,287.22,11.0264021,792,0,4600,1,0.06872219482037029
0,1,626.41,12.0725413,747,1,29658,1,0.09966663602408839
0,1,312.19,11.1562505,797,1,9109,1,0.06589374554731854
0,1,234.14,10.3481734,797,1,1147,1,0.06589374554731854
0,1,218.54,10.858999,767,0,4139,1,0.08461918628188393
0,1,666.0,11.1123882,727,1,26359,1,0.11704775481662842
0,1,151.73,10.9681293,737,1,3333,1,0.10805042223365534
0,1,158.06,10.5966347,737,1,8914,1,0.10805042223365534
0,1,261.72,10.1658518,677,0,4034,1,0.1722054777133411
0,1,65.61,10.6454249,712,0,11817,1,0.13175779749846386
0,1,366.86,10.9150885,702,1,12207,1,0.14241403962289137
0,1,177.52,10.4631033,677,0,6194,1,0.1722054777133411
0,1,395.63,10.9560559,732,1,21528,1,0.11247054356984257
0,1,407.63,10.858999,682,0,8718,1,0.16587651695568456
0,1,262.43,11.0348897,732,0,2970,1,0.11247054356984257
0,1,298.21,11.1562505,712,1,9237,1,0.13175779749846386
1,1,227.41,10.6572594,662,1,1542,1,0.192337474305904
0,1,692.9,11.5228758,767,1,21076,1,0.08461918628188393
0,1,682.74,10.7144178,697,1,18367,1,0.1480066422396391
0,1,399.6,11.407565,707,0,34730,1,0.1369987796817821
0,1,328.04,11.4967961,732,3,33186,1,0.11247054356984257
0,1,410.94,10.9331784,777,2,13368,1,0.07789469011896077
0,1,395.13,11.8203808,772,3,5068,1,0.08119349676944888
0,1,237.27,10.6966611,772,1,6616,1,0.08119349676944888
0,1,316.11,11.7118091,792,3,16,1,0.06872219482037029
0,1,622.22,11.884489,712,0,25063,1,0.13175779749846386
0,1,156.1,10.584056,797,2,2629,1,0.06589374554731854
0,1,336.34,11.5129255,692,3,32268,1,0.15377948466332478
0,1,229.64,9.99149843,677,3,6467,1,0.1722054777133411
0,1,662.68,10.8198583,737,0,32556,1,0.10805042223365534
0,1,200.8,11.736069,687,0,19058,1,0.15973527608099594
1,1,105.48,9.99879773,697,0,2196,1,0.1480066422396391
0,1,218.54,10.768485,752,1,7125,1,0.09569545571614028
0,1,689.51,11.736069,687,0,31076,1,0.15973527608099594
0,1,659.37,11.1826699,747,0,26967,1,0.09966663602408839
0,1,160.45,10.2219413,667,0,2960,1,0.18543435962021618
0,1,499.5,11.2696812,717,3,32207,1,0.12668787982888072
1,1,713.49,12.1359827,702,0,21048,1,0.14241403962289137
0,1,169.85,10.8303621,687,0,0,1,0.15973527608099594
0,1,467.6,10.5935048,667,0,11086,1,0.18543435962021618
0,1,659.37,12.4292162,762,1,18068,1,0.08817554065387317
0,1,190.63,11.0020998,742,4,7056,1,0.10378369971614079
0,1,231.94,11.0821426,712,1,14425,1,0.13175779749846386
0,1,295.24,11.1844214,732,3,23255,1,0.11247054356984257
1,1,337.93,11.2897819,752,1,7268,1,0.09569545571614028
0,1,381.26,11.736069,757,0,22949,1,0.0918663604527075
1,1,662.68,11.3504065,737,3,43878,1,0.10805042223365534
0,1,160.74,10.8985155,712,1,10378,1,0.13175779749846386
0,1,143.38,9.85219426,682,1,4483,1,0.16587651695568456
0,1,309.78,10.7789563,757,0,10216,1,0.0918663604527075
0,1,234.14,10.2399598,782,0,9800,1,0.07471901120096759
0,1,283.05,11.3071306,707,0,58907,1,0.1369987796817821
0,1,200.8,10.4912742,687,0,7333,1,0.15973527608099594
0,1,662.68,10.8967393,757,0,22872,1,0.0918663604527075
1,1,249.72,10.5966347,702,1,5035,1,0.14241403962289137
0,1,679.37,11.1844214,702,1,46881,1,0.14241403962289137
